product_category_name,product_id,product_name_length,product_description_length,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english,product_type
automotivo,01cdc6fbdb39fc792bb4c40164ce2331,44,1085,1,7050,102,4,41,auto,Non_Tech
eletronicos,01cf56cd6138b926a4802d16fc304149,43,3023,6,100,16,16,16,electronics,Tech
moveis_decoracao,01cf7c4cffff8db0a1cbe612bd2d50a4,53,371,1,800,40,5,11,furniture_decor,Non_Tech
brinquedos,01cf8c7364048b4b6ed0fe400667054d,42,241,1,1200,30,16,20,toys,Non_Tech
perfumaria,01cfc3d9c29504c2d370933e53f002b4,60,1078,1,400,23,8,15,perfumery,Non_Tech
cool_stuff,01d15932271068f9fd1f369b8449cac1,51,751,5,4900,78,2,62,cool_stuff,Non_Tech
construcao_ferramentas_iluminacao,01d40fca05c4227b987ee069be837b49,54,538,2,9700,20,16,101,construction_tools_lights,Non_Tech
cama_mesa_banho,01d4157fd9738ea81038316ae4cfc192,52,228,1,355,34,21,40,bed_bath_table,Non_Tech
telefonia,01da7f08d8327e0b4fab7edaa0c417a4,49,1019,3,350,16,3,11,telephony,Tech
casa_construcao,01e20e6604216c8adb31d463214ba00c,48,627,1,300,16,11,16,home_construction,Non_Tech
cama_mesa_banho,01e25be2c25019945382e057a8292e72,59,330,1,1575,41,6,31,bed_bath_table,Non_Tech
esporte_lazer,01e66dc5bf4d5a186d856506a4f0fea2,60,328,1,200,26,5,13,sports_leisure,Non_Tech
utilidades_domesticas,01ea398598302b06869909ac5bfa5bcf,56,649,1,5000,35,28,32,housewares,Non_Tech
automotivo,01ea47d0dff23faa8d07ba3f353d2af0,39,179,1,300,16,2,11,auto,Non_Tech
ferramentas_jardim,01ebdb7ca76a3c581c0d5229ed80be7c,34,288,1,600,16,31,18,garden_tools,Non_Tech
cama_mesa_banho,01ece5f98b5fe510881404f92229a49f,55,638,1,900,16,10,16,bed_bath_table,Non_Tech
eletronicos,01ecf875ab885ebcae3dd2b1ccc4715f,46,730,1,550,30,20,30,electronics,Tech
cama_mesa_banho,01ef0716b68c8493434ad32430c24e18,59,641,2,1250,16,10,16,bed_bath_table,Non_Tech
telefonia,01f1608fbd6fc5b04308ff6157326e6d,57,422,2,150,19,4,11,telephony,Tech
automotivo,01f2d77d8a63937c77c7128ce4bd2ada,60,753,2,650,60,6,33,auto,Non_Tech
esporte_lazer,01f3a99b81f49109d42540d84bcb8e07,28,406,1,248,32,21,23,sports_leisure,Non_Tech
fashion_calcados,01f76c07f91a533acd46cc6ab989be23,57,404,4,750,22,12,33,fashion_shoes,Non_Tech
esporte_lazer,01fc56750f0d3444c4a1746ecf19dee0,49,1818,1,800,16,16,16,sports_leisure,Non_Tech
consoles_games,01fd8a430d3bea327b7c71e651391001,52,459,1,100,26,3,14,consoles_games,Tech
perfumaria,01ff1ff8aa5dec93e9938b989393a4ca,51,315,1,350,18,13,18,perfumery,Non_Tech
papelaria,02032c15ca85744c99aa99583e824a90,46,129,1,100,16,5,16,stationery,Non_Tech
informatica_acessorios,02034d6c9c4814a08a3a0f5a6ad84332,52,278,1,200,18,8,16,computers_accessories,Non_Tech
informatica_acessorios,02044dc95cf33aaf55e03bde1b042539,52,123,2,150,31,8,11,computers_accessories,Non_Tech
automotivo,02064a5bc5d3656476e9dab151c69989,38,1113,3,450,16,5,11,auto,Non_Tech
relogios_presentes,02090f97a28b3d10d19a09f045f6df34,60,738,1,375,18,12,12,watches_gifts,Non_Tech
automotivo,020a80cb704bf65f38761fcedf2af192,35,1512,3,800,26,9,24,auto,Non_Tech
bebidas,0210b75f6f4de09dfc17a66803290f8a,33,2245,1,1800,35,20,20,drinks,Non_Tech
pet_shop,021426c19c264227de3c34e3f5e2f4ee,29,2918,1,1750,40,16,30,pet_shop,Non_Tech
cama_mesa_banho,0214e4741dab5812bb31a61af1dc3de5,53,284,1,2100,45,15,35,bed_bath_table,Non_Tech
pet_shop,021c41b063949bf529b79289c58e0a8b,59,803,1,550,20,40,20,pet_shop,Non_Tech
utilidades_domesticas,021d39ee869e87d5288f4e731df4a90e,44,663,4,10350,102,15,40,housewares,Non_Tech
ferramentas_jardim,021f04378f9692f8747f926f38bb8281,58,220,1,16150,62,12,50,garden_tools,Non_Tech
construcao_ferramentas_ferramentas,022649cdc8ef07dddfa3de3409647e00,56,286,1,825,21,16,16,costruction_tools_tools,Non_Tech
perfumaria,0226c9207aea0b16076a27ca65cb4929,47,1220,1,600,20,8,14,perfumery,Non_Tech
telefonia,02293621a345f7cddda16c5d9c7990e4,57,447,4,217,17,4,12,telephony,Tech
automotivo,022b0ef3922883f810bdff4d58e93115,58,641,5,1625,60,8,33,auto,Non_Tech
esporte_lazer,022ff42cced44a2b2cca57061cabb526,57,1705,1,3900,32,35,33,sports_leisure,Non_Tech
construcao_ferramentas_construcao,0233382eae30811d6dfffbbfb5de36d8,59,520,8,10750,54,18,35,construction_tools_construction,Non_Tech
brinquedos,02335f37af17baf50a91273e4bdc8ef4,27,791,1,450,29,16,11,toys,Non_Tech
cool_stuff,0233dd6f06e23c705ab76dc3ab165837,45,1057,3,100,20,16,16,cool_stuff,Non_Tech
moveis_decoracao,023473d9db1c319f2bcd010e043b2ba2,41,411,2,18050,51,8,51,furniture_decor,Non_Tech
cool_stuff,02357c69f595e004b50ba115b3f88d63,43,775,6,4000,43,35,18,cool_stuff,Non_Tech
cama_mesa_banho,023a60ac6b3484afe23d788ce2444df0,66,503,1,14300,45,15,35,bed_bath_table,Non_Tech
telefonia,023d0e2e8457861c3badfb5fa7bcd58a,40,361,4,150,18,3,12,telephony,Tech
esporte_lazer,024063adde9af865418b7da3dd897b98,53,710,1,450,20,9,14,sports_leisure,Non_Tech
eletrodomesticos_2,0241aa4ed831b73fd4940ffd9cec20dc,31,107,1,8400,46,44,28,home_appliances_2,Non_Tech
beleza_saude,024553ca83fc6e9ec93f5a9c823d1834,41,1572,1,2000,30,12,16,health_beauty,Non_Tech
relogios_presentes,02475368dfb38934fe55f574024fe1d7,55,569,5,250,16,2,11,watches_gifts,Non_Tech
relogios_presentes,025249b91a565601dc1b8f47ee7a230e,49,589,2,500,16,13,13,watches_gifts,Non_Tech
moveis_decoracao,0254806b6c237bd1f21cae60ea8d1533,45,1064,1,7183,56,56,18,furniture_decor,Non_Tech
papelaria,0254a096e569c4a89b6870e9d4a65c3c,55,971,4,600,25,12,28,stationery,Non_Tech
beleza_saude,0254d6e0da36c6f28720f89cde66819a,56,737,1,361,16,17,15,health_beauty,Non_Tech
fashion_bolsas_e_acessorios,0257013d9462b3b6e9892bdd10ebe14d,58,373,1,300,20,10,20,fashion_bags_accessories,Non_Tech
automotivo,0259a8068ce1198d4370abb0d3c2e576,39,328,1,500,21,9,12,auto,Non_Tech
utilidades_domesticas,0259ef48d9c5f59c3b31147c52db801d,55,410,1,3650,37,25,30,housewares,Non_Tech
automotivo,025dcf8f0a969c92d254bc425b380685,60,354,2,150,16,7,16,auto,Non_Tech
cama_mesa_banho,025dd9fac2544d8e7e3451ec87bc6511,56,124,2,1100,95,8,50,bed_bath_table,Non_Tech
utilidades_domesticas,02623b0e4e6b951aefb23575de1f3886,27,828,1,1600,25,10,20,housewares,Non_Tech
bebes,026311ea0b72ef8c80ebf91efd36b499,52,708,1,300,18,8,24,baby,Non_Tech
papelaria,0268130c8c3e3cac87b5ec4931348c73,60,543,1,1400,25,20,20,stationery,Non_Tech
utilidades_domesticas,0269bdfd3a4f3d384753cbadc1d742be,20,630,1,350,17,28,11,housewares,Non_Tech
esporte_lazer,026b77b15418f2a8114dfb0026739be4,56,3161,1,378,21,14,14,sports_leisure,Non_Tech
papelaria,026d610705e01d905582241e68aefefe,52,96,2,500,20,30,20,stationery,Non_Tech
eletronicos,026ddfe4a1a29002815e6da024d6128e,48,219,3,550,16,5,20,electronics,Tech
agro_industria_e_comercio,026f43af35e7951067097527d5c31bcc,58,1075,1,10317,52,33,43,agro_industry_and_commerce,Non_Tech
eletroportateis,02706657691ad03bacea6d0d0d69d13d,49,1353,2,4550,23,54,25,small_appliances,Non_Tech
beleza_saude,0271c9f7fe6a29e563ddb672cdcc2968,39,588,1,400,18,18,17,health_beauty,Non_Tech
industria_comercio_e_negocios,027293c3b6d9e221268d9d6a5ffe5d0b,57,148,1,30000,80,50,50,industry_commerce_and_business,Non_Tech
construcao_ferramentas_seguranca,027325f946f1b3d8f94c3496e9a59a10,54,335,3,300,20,20,20,construction_tools_safety,Non_Tech
telefonia,027bb42a4ef22da4c7a80ecf9c60ba0c,60,357,4,300,16,6,11,telephony,Tech
perfumaria,027cdd14a677a5834bc67a9789db5021,42,544,1,341,20,18,16,perfumery,Non_Tech
fashion_calcados,027e1564c58eb02f39089b2b1f28d5e0,57,404,4,1400,22,12,33,fashion_shoes,Non_Tech
fashion_bolsas_e_acessorios,0281221c8b9fdc713111952393cba4f3,48,142,1,150,20,10,20,fashion_bags_accessories,Non_Tech
informatica_acessorios,02834e5af210b8a2593eb81eecf40707,43,374,1,945,23,14,24,computers_accessories,Non_Tech
ferramentas_jardim,02851253400fd18410f8eb4369cff9e1,52,289,1,3900,45,6,38,garden_tools,Non_Tech
dvds_blu_ray,0285a1295a18a4d37c11fa446d4c1345,56,1139,1,200,20,2,14,dvds_blu_ray,Non_Tech
livros_tecnicos,0288532d075e4bf58e044c92e68c94cd,44,540,1,1000,16,2,11,books_technical,Non_Tech
brinquedos,0288f8dd74b931b4ec7a468fdd6ed040,40,226,6,500,20,20,20,toys,Non_Tech
moveis_decoracao,028b0b0277744a9eaa2c4f57c24dcb68,39,677,1,13150,35,45,35,furniture_decor,Non_Tech
telefonia,028b3574d7619f191a7345161ae590e4,60,2051,1,150,16,10,11,telephony,Tech
utilidades_domesticas,028da1c319c010397ad1ea42db816d23,21,316,1,1200,29,21,27,housewares,Non_Tech
automotivo,0290cc426311fb177fe19e513a7dc349,51,244,1,1000,20,20,20,auto,Non_Tech
outros,0292b46c30348496b1be04eeb440bdb5,NULL,NULL,NULL,400,38,22,15,others,Non_Tech
utilidades_domesticas,02934e6f6fe473ea19f3e42b9deb9b59,53,908,3,435,16,35,11,housewares,Non_Tech
pet_shop,0294e314a033317e28ecc40aee9025e8,58,922,2,400,35,15,25,pet_shop,Non_Tech
moveis_escritorio,02965440ee186dd4f7f6e8f962a75c60,52,1145,1,10013,58,56,23,office_furniture,Non_Tech
moveis_quarto,0296dd002a346e3bbdda4e0bc48a5073,43,1527,4,13450,76,14,56,furniture_bedroom,Non_Tech
brinquedos,029e44e66d4690b45077bee6d76799f6,51,392,2,500,21,10,15,toys,Non_Tech
esporte_lazer,02a0c276d5a252215b48269dea73a6e7,32,963,1,300,20,15,15,sports_leisure,Non_Tech
esporte_lazer,02a1edfc6f788c8329299c7244acf2e8,30,489,1,800,21,25,21,sports_leisure,Non_Tech
automotivo,02a3073438c0d024f60e34a05bd340c4,51,732,1,850,41,45,11,auto,Non_Tech
automotivo,02a56644dd5dbe6884a047f4d9ea52ea,56,651,5,4200,78,4,47,auto,Non_Tech
moveis_decoracao,02a60f0074f36110106a16d15267aad5,50,401,1,450,32,2,22,furniture_decor,Non_Tech
esporte_lazer,02a79d79e818ad0be36cfc843a6af7ad,60,1738,1,300,16,15,15,sports_leisure,Non_Tech
cool_stuff,02a93c4e95263ca545e9f46ca2b59833,52,134,6,1700,65,25,25,cool_stuff,Non_Tech
beleza_saude,02a97df83a8a100c7d2b14a02aea6a3d,46,378,1,400,21,16,18,health_beauty,Non_Tech
esporte_lazer,02a99f266fc960423c1186ecbd627804,39,720,4,300,22,14,18,sports_leisure,Non_Tech
esporte_lazer,02aa16706915b09bedf8409296478283,31,798,2,200,16,6,20,sports_leisure,Non_Tech
casa_construcao,02ad328219e45e7d138101bc3c8aa6c6,52,928,7,1000,16,20,16,home_construction,Non_Tech
moveis_decoracao,02ad78835ec3f72e750d1dfa6a7e11b3,38,1303,2,1250,52,7,11,furniture_decor,Non_Tech
bebes,02b750ee6f6f12a23c311b775ee4427a,60,858,3,700,50,5,40,baby,Non_Tech
informatica_acessorios,02b7929be620a2f05bb13d0c0e2cbd48,39,201,3,1649,23,12,21,computers_accessories,Non_Tech
eletronicos,02b824e9f1158bc1005e058c4ea78e8d,56,1672,2,733,29,7,16,electronics,Tech
informatica_acessorios,02c575cb5b29a173624c93f01786440b,46,279,5,200,21,7,14,computers_accessories,Non_Tech
informatica_acessorios,02c9b70f3d2ddf38f1120e09d4f9cd45,49,395,1,133,16,9,11,computers_accessories,Non_Tech
bebes,02ca198b1084a6d8ed9e152d84243bfb,58,544,3,2650,16,24,24,baby,Non_Tech
pet_shop,02ca56d6ca8d517a067869b6b6543ded,59,265,1,7300,20,40,60,pet_shop,Non_Tech
moveis_sala,02cd4165b1e6a3782def2e4e851ae884,53,1146,4,3100,30,11,30,furniture_living_room,Non_Tech
automotivo,02cd69fa0c8bfb37ca444168927c1e85,44,871,1,750,16,15,11,auto,Non_Tech
moveis_escritorio,02ce0c74e59d6cf6bc9026601414a9c4,56,300,1,15900,40,90,40,office_furniture,Non_Tech
moveis_escritorio,02ce467092b184e71d3967d29110adc1,40,1187,1,12275,40,54,38,office_furniture,Non_Tech
eletronicos,02d48451331287e2bf12560d032d57a6,55,981,1,150,18,5,24,electronics,Tech
beleza_saude,02d53241d2a3c4b1d65f21028e15fde8,46,862,1,400,19,12,13,health_beauty,Non_Tech
eletrodomesticos,02d5d374678728b3af7bd59ee012abb4,54,174,1,100,18,8,13,home_appliances,Non_Tech
construcao_ferramentas_seguranca,02d7f60ee640c8218aab6a668bbd2c56,56,1857,3,150,17,7,17,construction_tools_safety,Non_Tech
utilidades_domesticas,02db1469fdcd31a4fb670da6caec8bf6,52,373,2,700,16,10,12,housewares,Non_Tech
moveis_decoracao,02dc711c164ca9c218d316491801ced9,54,1959,2,3000,69,11,11,furniture_decor,Non_Tech
telefonia,02e27630510d16a95a473d9b35959d3e,40,361,2,100,19,3,11,telephony,Tech
cama_mesa_banho,02ed3b595447e948efc3eac897e4df0e,30,413,2,725,31,7,31,bed_bath_table,Non_Tech
perfumaria,02ee0862685e90b57cc241b7c9885f95,55,784,1,555,24,8,15,perfumery,Non_Tech
construcao_ferramentas_jardim,02f331648b37d96cbaf60e96f9c0cd92,60,1500,1,2350,22,22,22,costruction_tools_garden,Non_Tech
brinquedos,02f381f455650d4c7b90c96dc50a6206,31,225,2,175,16,15,16,toys,Non_Tech
bebes,02f3b0fb0ec2472bd4b9058a860ce6e3,36,474,1,12050,35,60,25,baby,Non_Tech
papelaria,02f5620577c231921c3b01678005d2ba,60,574,5,500,21,7,15,stationery,Non_Tech
moveis_decoracao,02f875bbe513c98bf25188a84b42dd39,29,206,4,500,19,12,12,furniture_decor,Non_Tech
relogios_presentes,02f8dd9b448d3ec2c73e65a22da1121c,43,597,1,250,18,9,17,watches_gifts,Non_Tech
malas_acessorios,02fb2d61da1247bf732360ea76b16240,49,824,1,850,19,51,34,luggage_accessories,Non_Tech
cama_mesa_banho,02fbee632a2044d48ab16d57eec4db58,53,230,1,1017,39,15,34,bed_bath_table,Non_Tech
cama_mesa_banho,02fcaaaba3a4b4882987a3639d968572,55,139,3,950,36,6,27,bed_bath_table,Non_Tech
utilidades_domesticas,0302c3fcf5e2d9526e243db50d30d5e3,26,190,2,200,30,11,25,housewares,Non_Tech
fashion_bolsas_e_acessorios,030729544fc3eb6a40981f877e836450,32,272,4,150,16,6,11,fashion_bags_accessories,Non_Tech
utilidades_domesticas,03078714f1e3f3758555f67ff35b4b01,54,153,1,600,16,16,16,housewares,Non_Tech
cama_mesa_banho,030f129f7f4681d3996e2531840057af,55,844,1,800,25,5,25,bed_bath_table,Non_Tech
automotivo,0312536dd9e1c1b732d2b8ff5c3181d6,56,838,2,600,35,5,35,auto,Non_Tech
utilidades_domesticas,03137dc3af3dc8138e070c4536407618,60,1172,5,625,30,12,25,housewares,Non_Tech
eletronicos,0314706dab9f01188f5cab6878b8f9b4,60,930,3,250,17,5,12,electronics,Tech
eletronicos,0320a1be5c5224f64bfbffa583cf03d6,48,1337,2,167,16,3,11,electronics,Tech
utilidades_domesticas,03233a6dca60544336766af227f78f09,52,570,1,1700,16,40,38,housewares,Non_Tech
casa_construcao,032c32a02f67b0fad495803ca810689e,54,923,2,800,16,27,16,home_construction,Non_Tech
moveis_decoracao,032e8352e7d34cc2558d4ae22132866c,55,1617,3,4450,105,5,69,furniture_decor,Non_Tech
moveis_decoracao,0333795efd58e3c33c5850b92721c3e4,28,725,1,6317,36,40,36,furniture_decor,Non_Tech
moveis_escritorio,0335b2f76fdeed85180abe8c6c444aa4,57,1203,1,7300,53,51,18,office_furniture,Non_Tech
automotivo,033c52084417b98d716d863d8bd11fba,56,1144,1,600,30,20,20,auto,Non_Tech
esporte_lazer,033ccb3016d3b24bc724629b8df41f94,34,317,3,400,16,9,15,sports_leisure,Non_Tech
malas_acessorios,033e5e4f49acb5621c782ac8a37aa90b,43,533,2,175,16,10,16,luggage_accessories,Non_Tech
outros,033fe931444d66d788d53aca5b7b22d5,NULL,NULL,NULL,200,16,19,11,others,Non_Tech
cama_mesa_banho,0343ce4ce35af74dd177bfc133eabb45,46,623,1,600,30,7,26,bed_bath_table,Non_Tech
malas_acessorios,0347f9daa0a33f82b4c9c0821450cc8a,58,1038,5,9075,29,39,45,luggage_accessories,Non_Tech
moveis_decoracao,034abfb9b758233fd393bd361d4ec599,63,259,1,900,40,3,40,furniture_decor,Non_Tech
esporte_lazer,034ecce08e1adf75b5fecf2faac7ed11,55,1392,1,550,16,16,16,sports_leisure,Non_Tech
dvds_blu_ray,0350ac874c8937571b129554110ec3b6,52,364,1,90,20,2,14,dvds_blu_ray,Non_Tech
telefonia,03511a5e5d4c3d8ef00f1578e1419800,52,2118,2,400,20,11,13,telephony,Tech
moveis_escritorio,0352f26fa462bd615275f3e91857926d,46,1172,1,250,78,45,21,office_furniture,Non_Tech
ferramentas_jardim,0354c6a8cb8961e29b70e564b93861fe,59,2407,1,400,38,10,25,garden_tools,Non_Tech
beleza_saude,03552ec45033c8658713c541f6af9f05,52,1168,1,250,35,3,12,health_beauty,Non_Tech
perfumaria,0356344ba89a9deb1e8a6bef7a7c78b5,32,447,4,350,20,20,20,perfumery,Non_Tech
beleza_saude,03566b85189259c49476f004ad2afd08,41,216,1,150,20,15,15,health_beauty,Non_Tech
moveis_decoracao,035a4019c8009b57768aa3c1e1ad63a3,56,1472,3,1900,53,8,11,furniture_decor,Non_Tech
perfumaria,035df2b15f358d231e00af9e62488cf4,51,607,1,783,17,15,14,perfumery,Non_Tech
utilidades_domesticas,03613e666b3919a3e807eac45a8f2731,56,184,1,5400,36,15,29,housewares,Non_Tech
beleza_saude,03624ffc0958f7ea385b6d4e088532b0,38,665,1,153,23,24,22,health_beauty,Non_Tech
moveis_escritorio,0364c36f8e845e4d309c0a3accc04b1c,47,1158,1,16800,63,58,24,office_furniture,Non_Tech
pet_shop,0366dd798c6de7ec8d16c23de6a82cfd,53,830,15,3500,39,20,46,pet_shop,Non_Tech
telefonia,036734b5a58d5d4f46b0616ddc047ced,58,751,5,300,17,4,12,telephony,Tech
bebes,0367635ea4efa4eb15a29f1e05887851,59,415,1,1150,35,17,44,baby,Non_Tech
beleza_saude,0368744ea61d6163219e3bcbbbac3680,46,799,1,2000,30,12,16,health_beauty,Non_Tech
perfumaria,0369a47f7ad96df46ad8ed76767de8bd,56,205,1,900,25,35,30,perfumery,Non_Tech
outros,036a6272d538ae862d248339c4c9adeb,NULL,NULL,NULL,1800,20,12,25,others,Non_Tech
moveis_quarto,036bcd084feae22f3a997f5080ec30df,61,1961,1,200,16,2,11,furniture_bedroom,Non_Tech
telefonia,036c967e979f490c3890acef838d9f44,57,598,1,150,19,4,11,telephony,Tech
livros_interesse_geral,036ecb2f1816e95d3fa658207266ecf5,23,154,1,150,26,2,26,books_general_interest,Non_Tech
outros,03706dca83513062fe74967a71b5fc78,NULL,NULL,NULL,400,25,8,11,others,Non_Tech
moveis_escritorio,037a23831f142c505b119215d92eaf7e,62,1139,1,8900,53,50,16,office_furniture,Non_Tech
beleza_saude,037aab5faf8d9120659b7c8ea3cf4c12,29,2706,1,15500,55,40,40,health_beauty,Non_Tech
brinquedos,037c68f178aefdd7a880a951dedc04d1,36,113,1,9567,41,51,47,toys,Non_Tech
esporte_lazer,037f82112a937df3f1486fa81eb1f127,46,1018,6,4700,85,30,20,sports_leisure,Non_Tech
utilidades_domesticas,03826ede2cac52b3011b58cfd58c84f9,58,398,3,6900,70,15,33,housewares,Non_Tech
ferramentas_jardim,0383c4d17410e421f6a8b905fb9adcbc,53,1254,2,2700,43,15,15,garden_tools,Non_Tech
utilidades_domesticas,038467f26869173dd87434ae02199a40,28,913,3,500,18,21,20,housewares,Non_Tech
fashion_bolsas_e_acessorios,0388b93e2992639ef7de7b35b2ba91b2,50,427,3,2100,16,5,11,fashion_bags_accessories,Non_Tech
utilidades_domesticas,03894c9a40bf32b84a349ef0ddfccc1d,59,675,1,20300,44,93,30,housewares,Non_Tech
automotivo,038967227fb1bc9b30d6e1c81fa2d2be,45,1161,1,200,16,4,11,auto,Non_Tech
eletrodomesticos,038c0dd7c1e48a1588f8919a0c305727,45,78,1,100,20,13,15,home_appliances,Non_Tech
esporte_lazer,038e3a669bb495e56d9d609d874fb668,49,862,1,30000,105,70,20,sports_leisure,Non_Tech
automotivo,03940e741e919e2c258e177d875f8423,59,679,5,5400,78,4,47,auto,Non_Tech
relogios_presentes,03973c594aba6474ba73ab090dcdc4e2,57,557,1,300,19,13,13,watches_gifts,Non_Tech
automotivo,03973c875a4653e663aede2c46a957f6,59,523,1,2550,35,20,20,auto,Non_Tech
cool_stuff,039e946aff78252a2e83b8fa1adf837d,56,404,4,2100,44,16,42,cool_stuff,Non_Tech
moveis_decoracao,03a20f79e4c056b48ce29b3e30beb0fb,63,1700,1,700,60,11,20,furniture_decor,Non_Tech
utilidades_domesticas,03a22dc9d5b99f07ca366f91aa7f7e4b,26,169,1,700,30,30,30,housewares,Non_Tech
utilidades_domesticas,03a8d0921d804ba08d3da40064a4e281,57,1299,1,600,16,25,13,housewares,Non_Tech
cama_mesa_banho,03aad9707028422f38b0563410912177,49,591,1,1500,38,11,30,bed_bath_table,Non_Tech
ferramentas_jardim,03ac940e93916395ea0483161cc84d5c,47,1489,1,6800,77,14,34,garden_tools,Non_Tech
esporte_lazer,03b10f5e3ef07cfc27a025adca3fd0be,44,3364,1,50,16,16,11,sports_leisure,Non_Tech
perfumaria,03b29ca1beec2e03e15a3b980c1505ed,43,656,3,100,18,7,11,perfumery,Non_Tech
cool_stuff,03b58043df5d7424df7eac2be2511c51,56,645,2,1650,30,4,30,cool_stuff,Non_Tech
bebes,03b63c5fc16691530586ae020c345514,49,728,4,7150,50,19,45,baby,Non_Tech
esporte_lazer,03ba2b6c24374d16022585b6b1b385e1,24,1636,1,7450,19,22,20,sports_leisure,Non_Tech
cama_mesa_banho,03bb06cda40712fb8473f7962fb7d198,54,289,1,2000,34,9,33,bed_bath_table,Non_Tech
informatica_acessorios,03bb24d19ea7449ce170e0888d830707,53,148,1,910,32,14,15,computers_accessories,Non_Tech
climatizacao,03bca689857bd64cc5c022221113db7e,57,364,1,2000,22,38,37,air_conditioning,Non_Tech
beleza_saude,03c0275df9996ed2720b28488c7946d4,57,1649,1,300,22,5,15,health_beauty,Non_Tech
ferramentas_jardim,03c14a3d479e334e87ee5baf2563811d,56,1193,1,1500,20,22,22,garden_tools,Non_Tech
moveis_decoracao,03c1fa561b6e1d70f9fa22ab1f08c762,59,376,1,8000,55,17,45,furniture_decor,Non_Tech
telefonia,03c395f45f46b57acf3db9a696fba6d6,42,379,1,75,18,4,11,telephony,Tech
moveis_decoracao,03c526c6224e8b74620b3b1ff4d0f3ad,57,87,1,3400,40,9,34,furniture_decor,Non_Tech
utilidades_domesticas,03c94210a8223f2f0c811f6783fe3d22,42,422,1,3450,32,25,26,housewares,Non_Tech
eletroportateis,03ccf3bdaa33497fa04d1e2f746a4555,58,1110,2,800,30,21,30,small_appliances,Non_Tech
esporte_lazer,03d03978afe1dc3c70e611629e8d8fe8,35,614,1,1800,15,15,15,sports_leisure,Non_Tech
cama_mesa_banho,03d10117bf5dbd1e4f194566be73de5a,53,255,1,2350,45,15,35,bed_bath_table,Non_Tech
automotivo,03d19e503abb1698d26d630c0017b11e,36,359,1,14100,62,62,21,auto,Non_Tech
moveis_decoracao,03d4233b9e3382adaed9e5c58626f1dc,59,566,1,200,35,10,20,furniture_decor,Non_Tech
telefonia,03d463c3dea9d1650ce0683b7c964b03,58,477,5,350,17,4,12,telephony,Tech
automotivo,03d4805d42e229c0fb34e5eb7fee281f,60,1149,5,1525,68,9,35,auto,Non_Tech
beleza_saude,03d5bcd7db52bee20887c5034650185d,50,1238,1,575,25,20,23,health_beauty,Non_Tech
perfumaria,03d7ad0ce97624c931b3abde02b5d819,48,259,1,249,19,13,15,perfumery,Non_Tech
informatica_acessorios,03d817e5e392e78674ed0bd8195f9159,56,590,1,1350,23,9,23,computers_accessories,Non_Tech
esporte_lazer,03da3203e7fba42baf48e3d87cd4b75b,57,2016,7,300,20,10,15,sports_leisure,Non_Tech
beleza_saude,03dc797f6faaa324fb633c518ff3f326,41,2063,1,3000,30,10,20,health_beauty,Non_Tech
telefonia,03df27817e9494be978b56cc083a0beb,58,607,3,200,19,4,11,telephony,Tech
utilidades_domesticas,03e1c946c0ddfc58724ff262aef08dff,46,465,1,550,16,22,12,housewares,Non_Tech
brinquedos,03e4e6709b7d6415746769c0bc3e9131,42,762,2,3890,36,28,36,toys,Non_Tech
esporte_lazer,03e606af3a694d55bf9abce7f5b07c42,55,664,1,700,20,12,20,sports_leisure,Non_Tech
fashion_calcados,03e7d29d9988a30815f1f20b6549881f,54,404,4,700,22,12,33,fashion_shoes,Non_Tech
cama_mesa_banho,03e931f387c2dd5b006aecdb12515b2e,55,560,1,650,16,10,16,bed_bath_table,Non_Tech
ferramentas_jardim,03e9fcb7adffd8c9e14285c979ea59c9,45,287,1,700,21,14,17,garden_tools,Non_Tech
automotivo,03ed331c2c9bb4cd5c3d986928bc8d9c,56,343,6,600,28,4,16,auto,Non_Tech
cama_mesa_banho,03f02ee5e8fd233d41dcfe8ad911cf7e,56,617,1,6400,30,30,30,bed_bath_table,Non_Tech
instrumentos_musicais,03fbf722447bf7fb4a99aff40b8ede7a,59,761,2,7550,37,23,38,musical_instruments,Non_Tech
utilidades_domesticas,03feb64db1d0ea0aaad178536a2d0640,57,415,1,3100,30,40,30,housewares,Non_Tech
brinquedos,03fed41c5e9067007d852ff83d602753,46,1107,1,19650,75,76,22,toys,Non_Tech
casa_construcao,03ff4bf1cbb9b00aca270dac77757582,57,159,5,250,16,4,14,home_construction,Non_Tech
telefonia_fixa,040088789b98987ea1df150fd7fabfd7,42,224,4,140,16,10,14,fixed_telephony,Non_Tech
cama_mesa_banho,04008f5a086abe248a3c76bc2fa4f4e1,41,2201,1,1250,48,14,68,bed_bath_table,Non_Tech
automotivo,04014f5d30de9dbe77b421f63985b5ef,52,228,2,5550,55,35,30,auto,Non_Tech
construcao_ferramentas_jardim,040b8534cb74ddaae70c21541f449630,42,574,1,13100,68,25,44,costruction_tools_garden,Non_Tech
relogios_presentes,040f34fe061b6024771f641fe922e782,18,796,2,750,18,10,15,watches_gifts,Non_Tech
perfumaria,040fe1cdb263eb2c9b1322875b0afcb7,36,561,1,2303,26,15,23,perfumery,Non_Tech
cool_stuff,041022915a950ec95b761b690ddb6b24,63,351,3,1450,62,15,32,cool_stuff,Non_Tech
relogios_presentes,04120fb9b3f90600e5ae1f2a2cde53e3,50,704,1,500,23,13,16,watches_gifts,Non_Tech
